year,month,variable,parameter,greenhouse_gas_concentration,unit
1976,10,carbon_dioxide,mean_fitted,331.8,ppm
1976,10,carbon_dioxide,seasonal_adjusted_mean,331.36337252370265,ppm
1976,10,carbon_dioxide,trend,331.5867865372072,ppm
1976,11,carbon_dioxide,mean,332,ppm
1976,11,carbon_dioxide,mean_fitted,332,ppm
1976,11,carbon_dioxide,seasonal_adjusted_mean,331.55972103807176,ppm
1976,11,carbon_dioxide,trend,331.6884125978112,ppm
1976,12,carbon_dioxide,mean,332,ppm
1976,12,carbon_dioxide,mean_fitted,332,ppm
1976,12,carbon_dioxide,seasonal_adjusted_mean,331.98228383636155,ppm
1976,12,carbon_dioxide,trend,331.7900386584152,ppm
1977,1,carbon_dioxide,mean,331.5,ppm
1977,1,carbon_dioxide,mean_fitted,331.5,ppm
1977,1,carbon_dioxide,seasonal_adjusted_mean,331.6275231041487,ppm
1977,1,carbon_dioxide,trend,331.89166471901916,ppm
1977,2,carbon_dioxide,mean,331.7,ppm
1977,2,carbon_dioxide,mean_fitted,331.7,ppm
1977,2,carbon_dioxide,seasonal_adjusted_mean,332.03051245134145,ppm
1977,2,carbon_dioxide,trend,331.9932907796232,ppm
1977,3,carbon_dioxide,mean,331.4,ppm
1977,3,carbon_dioxide,mean_fitted,331.4,ppm
1977,3,carbon_dioxide,seasonal_adjusted_mean,331.92029439336346,ppm
1977,3,carbon_dioxide,trend,332.10372363264065,ppm
1977,4,carbon_dioxide,mean,332,ppm
1977,4,carbon_dioxide,mean_fitted,332,ppm
1977,4,carbon_dioxide,seasonal_adjusted_mean,332.4874317492567,ppm
1977,4,carbon_dioxide,trend,332.2141564856582,ppm
1977,5,carbon_dioxide,mean,332.2,ppm
1977,5,carbon_dioxide,mean_fitted,332.2,ppm
1977,5,carbon_dioxide,seasonal_adjusted_mean,332.45078867935547,ppm
1977,5,carbon_dioxide,trend,332.32458933867565,ppm
1977,6,carbon_dioxide,mean,332.1,ppm
1977,6,carbon_dioxide,mean_fitted,332.1,ppm
1977,6,carbon_dioxide,seasonal_adjusted_mean,332.2709780269268,ppm
1977,6,carbon_dioxide,trend,332.4350221916932,ppm
1977,7,carbon_dioxide,mean,332.8,ppm
1977,7,carbon_dioxide,mean_fitted,332.8,ppm
1977,7,carbon_dioxide,seasonal_adjusted_mean,332.5562152532707,ppm
1977,7,carbon_dioxide,trend,332.54545504471065,ppm
1977,8,carbon_dioxide,mean,333.1,ppm
1977,8,carbon_dioxide,mean_fitted,333.1,ppm
1977,8,carbon_dioxide,seasonal_adjusted_mean,332.72245560209916,ppm
1977,8,carbon_dioxide,trend,332.65923164358196,ppm
1977,9,carbon_dioxide,mean,333.2,ppm
1977,9,carbon_dioxide,mean_fitted,333.2,ppm
1977,9,carbon_dioxide,seasonal_adjusted_mean,332.8294400800477,ppm
1977,9,carbon_dioxide,trend,332.7730082424533,ppm
1977,10,carbon_dioxide,mean,333.3,ppm
1977,10,carbon_dioxide,mean_fitted,333.3,ppm
1977,10,carbon_dioxide,seasonal_adjusted_mean,332.8769716623958,ppm
1977,10,carbon_dioxide,trend,332.8867848413246,ppm
1977,11,carbon_dioxide,mean,333.3,ppm
1977,11,carbon_dioxide,mean_fitted,333.3,ppm
1977,11,carbon_dioxide,seasonal_adjusted_mean,332.88295038220144,ppm
1977,11,carbon_dioxide,trend,333.0005614401959,ppm
1977,12,carbon_dioxide,mean,332.7,ppm
1977,12,carbon_dioxide,mean_fitted,332.7,ppm
1977,12,carbon_dioxide,seasonal_adjusted_mean,332.6398388758115,ppm
1977,12,carbon_dioxide,trend,333.1143380390672,ppm
1978,1,carbon_dioxide,mean,NA,ppm
1978,1,carbon_dioxide,mean_fitted,332.6,ppm
1978,1,carbon_dioxide,seasonal_adjusted_mean,332.74296466629966,ppm
1978,1,carbon_dioxide,trend,333.22871909687234,ppm
1978,2,carbon_dioxide,mean,333,ppm
1978,2,carbon_dioxide,mean_fitted,333,ppm
1978,2,carbon_dioxide,seasonal_adjusted_mean,333.3210139396763,ppm
1978,2,carbon_dioxide,trend,333.3431001546775,ppm
1978,3,carbon_dioxide,mean,NA,ppm
1978,3,carbon_dioxide,mean_fitted,333,ppm
1978,3,carbon_dioxide,seasonal_adjusted_mean,333.52369878198255,ppm
1978,3,carbon_dioxide,trend,333.45748121248255,ppm
1978,4,carbon_dioxide,mean,333.1,ppm
1978,4,carbon_dioxide,mean_fitted,333.1,ppm
1978,4,carbon_dioxide,seasonal_adjusted_mean,333.5695489943242,ppm
1978,4,carbon_dioxide,trend,333.5718622702877,ppm
1978,5,carbon_dioxide,mean,333.4,ppm
1978,5,carbon_dioxide,mean_fitted,333.4,ppm
1978,5,carbon_dioxide,seasonal_adjusted_mean,333.65981554360445,ppm
1978,5,carbon_dioxide,trend,333.6862433280928,ppm
1978,6,carbon_dioxide,mean,333.6,ppm
1978,6,carbon_dioxide,mean_fitted,333.6,ppm
1978,6,carbon_dioxide,seasonal_adjusted_mean,333.7699101745312,ppm
1978,6,carbon_dioxide,trend,333.8037073899257,ppm
1978,7,carbon_dioxide,mean,334.3,ppm
1978,7,carbon_dioxide,mean_fitted,334.3,ppm
1978,7,carbon_dioxide,seasonal_adjusted_mean,334.04742950835146,ppm
1978,7,carbon_dioxide,trend,333.9211714517586,ppm
1978,8,carbon_dioxide,mean,334.3,ppm
1978,8,carbon_dioxide,mean_fitted,334.3,ppm
1978,8,carbon_dioxide,seasonal_adjusted_mean,333.9285370806272,ppm
1978,8,carbon_dioxide,trend,334.03863551359143,ppm
1978,9,carbon_dioxide,mean,334.4,ppm
1978,9,carbon_dioxide,mean_fitted,334.4,ppm
1978,9,carbon_dioxide,seasonal_adjusted_mean,334.0286241906061,ppm
1978,9,carbon_dioxide,trend,334.1560995754243,ppm
1978,10,carbon_dioxide,mean,335.2,ppm
1978,10,carbon_dioxide,mean_fitted,335.2,ppm
1978,10,carbon_dioxide,seasonal_adjusted_mean,334.78948685397734,ppm
1978,10,carbon_dioxide,trend,334.2735636372572,ppm
1978,11,carbon_dioxide,mean,NA,ppm
1978,11,carbon_dioxide,mean_fitted,335.5,ppm
1978,11,carbon_dioxide,seasonal_adjusted_mean,335.0986000397942,ppm
1978,11,carbon_dioxide,trend,334.39863671095685,ppm
1978,12,carbon_dioxide,mean,NA,ppm
1978,12,carbon_dioxide,mean_fitted,335.2,ppm
1978,12,carbon_dioxide,seasonal_adjusted_mean,335.12513635983765,ppm
1978,12,carbon_dioxide,trend,334.5237097846565,ppm
1979,1,carbon_dioxide,mean,NA,ppm
1979,1,carbon_dioxide,mean_fitted,334.7,ppm
1979,1,carbon_dioxide,seasonal_adjusted_mean,334.8742126090541,ppm
1979,1,carbon_dioxide,trend,334.6487828583562,ppm
1979,2,carbon_dioxide,mean,NA,ppm
1979,2,carbon_dioxide,mean_fitted,334.1,ppm
1979,2,carbon_dioxide,seasonal_adjusted_mean,334.4699008566971,ppm
1979,2,carbon_dioxide,trend,334.7738559320558,ppm
1979,3,carbon_dioxide,mean,333.9,ppm
1979,3,carbon_dioxide,mean_fitted,333.9,ppm
1979,3,carbon_dioxide,seasonal_adjusted_mean,334.40176050956705,ppm
1979,3,carbon_dioxide,trend,334.89892900575546,ppm
1979,4,carbon_dioxide,mean,334.2,ppm
1979,4,carbon_dioxide,mean_fitted,334.2,ppm
1979,4,carbon_dioxide,seasonal_adjusted_mean,334.6370525451021,ppm
1979,4,carbon_dioxide,trend,335.0283313604816,ppm
1979,5,carbon_dioxide,mean,334.7,ppm
1979,5,carbon_dioxide,mean_fitted,334.7,ppm
1979,5,carbon_dioxide,seasonal_adjusted_mean,334.9639245504719,ppm
1979,5,carbon_dioxide,trend,335.1577337152078,ppm
1979,6,carbon_dioxide,mean,335,ppm
1979,6,carbon_dioxide,mean_fitted,335,ppm
1979,6,carbon_dioxide,seasonal_adjusted_mean,335.1523704334333,ppm
1979,6,carbon_dioxide,trend,335.287136069934,ppm
1979,7,carbon_dioxide,mean,335.2,ppm
1979,7,carbon_dioxide,mean_fitted,335.2,ppm
1979,7,carbon_dioxide,seasonal_adjusted_mean,334.93896598355485,ppm
1979,7,carbon_dioxide,trend,335.4165384246602,ppm
1979,8,carbon_dioxide,mean,335.8,ppm
1979,8,carbon_dioxide,mean_fitted,335.8,ppm
1979,8,carbon_dioxide,seasonal_adjusted_mean,335.39704148998146,ppm
1979,8,carbon_dioxide,trend,335.54594077938634,ppm
1979,9,carbon_dioxide,mean,336.3,ppm
1979,9,carbon_dioxide,mean_fitted,336.3,ppm
1979,9,carbon_dioxide,seasonal_adjusted_mean,335.90345913641767,ppm
1979,9,carbon_dioxide,trend,335.6727871374581,ppm
1979,10,carbon_dioxide,mean,335.8,ppm
1979,10,carbon_dioxide,mean_fitted,335.8,ppm
1979,10,carbon_dioxide,seasonal_adjusted_mean,335.41020969602323,ppm
1979,10,carbon_dioxide,trend,335.79963349552986,ppm
1979,11,carbon_dioxide,mean,NA,ppm
1979,11,carbon_dioxide,mean_fitted,335.7,ppm
1979,11,carbon_dioxide,seasonal_adjusted_mean,335.32456922494686,ppm
1979,11,carbon_dioxide,trend,335.92647985360156,ppm
1979,12,carbon_dioxide,mean,335.9,ppm
1979,12,carbon_dioxide,mean_fitted,335.9,ppm
1979,12,carbon_dioxide,seasonal_adjusted_mean,335.8179466297915,ppm
1979,12,carbon_dioxide,trend,336.0533262116733,ppm
1980,1,carbon_dioxide,mean,NA,ppm
1980,1,carbon_dioxide,mean_fitted,336,ppm
1980,1,carbon_dioxide,seasonal_adjusted_mean,336.19044220235634,ppm
1980,1,carbon_dioxide,trend,336.1801725697451,ppm
1980,2,carbon_dioxide,mean,NA,ppm
1980,2,carbon_dioxide,mean_fitted,336.1,ppm
1980,2,carbon_dioxide,seasonal_adjusted_mean,336.5250350135958,ppm
1980,2,carbon_dioxide,trend,336.30574014181326,ppm
1980,3,carbon_dioxide,mean,NA,ppm
1980,3,carbon_dioxide,mean_fitted,336.2,ppm
1980,3,carbon_dioxide,seasonal_adjusted_mean,336.68330377920347,ppm
1980,3,carbon_dioxide,trend,336.43130771388144,ppm
1980,4,carbon_dioxide,mean,NA,ppm
1980,4,carbon_dioxide,mean_fitted,336.3,ppm
1980,4,carbon_dioxide,seasonal_adjusted_mean,336.73002823825095,ppm
1980,4,carbon_dioxide,trend,336.5568752859497,ppm
1980,5,carbon_dioxide,mean,336.5,ppm
1980,5,carbon_dioxide,mean_fitted,336.5,ppm
1980,5,carbon_dioxide,seasonal_adjusted_mean,336.7543650356485,ppm
1980,5,carbon_dioxide,trend,336.68244285801785,ppm
1980,6,carbon_dioxide,mean,336.9,ppm
1980,6,carbon_dioxide,mean_fitted,336.9,ppm
1980,6,carbon_dioxide,seasonal_adjusted_mean,337.02710750984846,ppm
1980,6,carbon_dioxide,trend,336.80801043008603,ppm
1980,7,carbon_dioxide,mean,NA,ppm
1980,7,carbon_dioxide,mean_fitted,337.4,ppm
1980,7,carbon_dioxide,seasonal_adjusted_mean,337.14742368551816,ppm
1980,7,carbon_dioxide,trend,336.9375929003507,ppm
1980,8,carbon_dioxide,mean,337.7,ppm
1980,8,carbon_dioxide,mean_fitted,337.7,ppm
1980,8,carbon_dioxide,seasonal_adjusted_mean,337.25867924545855,ppm
1980,8,carbon_dioxide,trend,337.0671753706153,ppm
1980,9,carbon_dioxide,mean,NA,ppm
1980,9,carbon_dioxide,mean_fitted,337.7,ppm
1980,9,carbon_dioxide,seasonal_adjusted_mean,337.2646950154971,ppm
1980,9,carbon_dioxide,trend,337.19675784087997,ppm
1980,10,carbon_dioxide,mean,337.8,ppm
1980,10,carbon_dioxide,mean_fitted,337.8,ppm
1980,10,carbon_dioxide,seasonal_adjusted_mean,337.4276989040749,ppm
1980,10,carbon_dioxide,trend,337.3263403111446,ppm
1980,11,carbon_dioxide,mean,338.1,ppm
1980,11,carbon_dioxide,mean_fitted,338.1,ppm
1980,11,carbon_dioxide,seasonal_adjusted_mean,337.7741163348093,ppm
1980,11,carbon_dioxide,trend,337.45592278140924,ppm
1980,12,carbon_dioxide,mean,337.8,ppm
1980,12,carbon_dioxide,mean_fitted,337.8,ppm
1980,12,carbon_dioxide,seasonal_adjusted_mean,337.7315355566357,ppm
1980,12,carbon_dioxide,trend,337.5839519410279,ppm
1981,1,carbon_dioxide,mean,337.7,ppm
1981,1,carbon_dioxide,mean_fitted,337.7,ppm
1981,1,carbon_dioxide,seasonal_adjusted_mean,337.8809684007208,ppm
1981,1,carbon_dioxide,trend,337.71198110064654,ppm
1981,2,carbon_dioxide,mean,337.3,ppm
1981,2,carbon_dioxide,mean_fitted,337.3,ppm
1981,2,carbon_dioxide,seasonal_adjusted_mean,337.74991727668527,ppm
1981,2,carbon_dioxide,trend,337.8400102602652,ppm
1981,3,carbon_dioxide,mean,337.5,ppm
1981,3,carbon_dioxide,mean_fitted,337.5,ppm
1981,3,carbon_dioxide,seasonal_adjusted_mean,337.94757299312494,ppm
1981,3,carbon_dioxide,trend,337.96803941988384,ppm
1981,4,carbon_dioxide,mean,337.7,ppm
1981,4,carbon_dioxide,mean_fitted,337.7,ppm
1981,4,carbon_dioxide,seasonal_adjusted_mean,338.1279187175517,ppm
1981,4,carbon_dioxide,trend,338.0960685795025,ppm
1981,5,carbon_dioxide,mean,337.7,ppm
1981,5,carbon_dioxide,mean_fitted,337.7,ppm
1981,5,carbon_dioxide,seasonal_adjusted_mean,337.9567179336675,ppm
1981,5,carbon_dioxide,trend,338.21630760468014,ppm
1981,6,carbon_dioxide,mean,338.2,ppm
1981,6,carbon_dioxide,mean_fitted,338.2,ppm
1981,6,carbon_dioxide,seasonal_adjusted_mean,338.3090097044793,ppm
1981,6,carbon_dioxide,trend,338.33654662985776,ppm
1981,7,carbon_dioxide,mean,338.8,ppm
1981,7,carbon_dioxide,mean_fitted,338.8,ppm
1981,7,carbon_dioxide,seasonal_adjusted_mean,338.5470503925728,ppm
1981,7,carbon_dioxide,trend,338.4567856550354,ppm
1981,8,carbon_dioxide,mean,339,ppm
1981,8,carbon_dioxide,mean_fitted,339,ppm
1981,8,carbon_dioxide,seasonal_adjusted_mean,338.5293246299181,ppm
1981,8,carbon_dioxide,trend,338.577024680213,ppm
1981,9,carbon_dioxide,mean,NA,ppm
1981,9,carbon_dioxide,mean_fitted,339,ppm
1981,9,carbon_dioxide,seasonal_adjusted_mean,338.5394025134192,ppm
1981,9,carbon_dioxide,trend,338.69726370539064,ppm
1981,10,carbon_dioxide,mean,339,ppm
1981,10,carbon_dioxide,mean_fitted,339,ppm
1981,10,carbon_dioxide,seasonal_adjusted_mean,338.6424694936196,ppm
1981,10,carbon_dioxide,trend,338.8150608590113,ppm
1981,11,carbon_dioxide,mean,NA,ppm
1981,11,carbon_dioxide,mean_fitted,339.1,ppm
1981,11,carbon_dioxide,seasonal_adjusted_mean,338.82981183174104,ppm
1981,11,carbon_dioxide,trend,338.93285801263187,ppm
1981,12,carbon_dioxide,mean,NA,ppm
1981,12,carbon_dioxide,mean_fitted,339.2,ppm
1981,12,carbon_dioxide,seasonal_adjusted_mean,339.1533645675893,ppm
1981,12,carbon_dioxide,trend,339.0506551662525,ppm
1982,1,carbon_dioxide,mean,339,ppm
1982,1,carbon_dioxide,mean_fitted,339,ppm
1982,1,carbon_dioxide,seasonal_adjusted_mean,339.19273671126183,ppm
1982,1,carbon_dioxide,trend,339.1684523198731,ppm
1982,2,carbon_dioxide,mean,338.7,ppm
1982,2,carbon_dioxide,mean_fitted,338.7,ppm
1982,2,carbon_dioxide,seasonal_adjusted_mean,339.1762218702367,ppm
1982,2,carbon_dioxide,trend,339.28624947349374,ppm
1982,3,carbon_dioxide,mean,339.2,ppm
1982,3,carbon_dioxide,mean_fitted,339.2,ppm
1982,3,carbon_dioxide,seasonal_adjusted_mean,339.6102855105568,ppm
1982,3,carbon_dioxide,trend,339.40808872750915,ppm
1982,4,carbon_dioxide,mean,339.3,ppm
1982,4,carbon_dioxide,mean_fitted,339.3,ppm
1982,4,carbon_dioxide,seasonal_adjusted_mean,339.70931147109934,ppm
1982,4,carbon_dioxide,trend,339.5299279815246,ppm
1982,5,carbon_dioxide,mean,339.7,ppm
1982,5,carbon_dioxide,mean_fitted,339.7,ppm
1982,5,carbon_dioxide,seasonal_adjusted_mean,339.9516757564301,ppm
1982,5,carbon_dioxide,trend,339.65176723554004,ppm
1982,6,carbon_dioxide,mean,339.8,ppm
1982,6,carbon_dioxide,mean_fitted,339.8,ppm
1982,6,carbon_dioxide,seasonal_adjusted_mean,339.894027749424,ppm
